string_id	ENGLISH	FR	ITALIAN	GERMAN	SPANISH	RUSSIAN	PORTUGUESE	KOREAN	CHINESE - SIMPLIFIED	CHINESE - TRADITIONAL	JAPANESE	ARABIC	THAI
ugprade_samurai_desc_2	Ability to hit frozen targets.	Possibilité de frapper des cibles gelées.	Abilità di colpire gli obiettivi congelati.	Fähigkeit, gefrorene Ziele zu treffen.	Habilidad de golpear blancos congelados.	Возможность бить по замороженным целям.	Habilidade de alcançar alvos congelados	얼린 타겟을 공격할 수 있음	有效对抗被冻结的目标	擊中目標的能力	凍った標的を撃つ能力。	القدرة على ضرب الاهداف المتجمدة	สามารถโจมตีเป้าหมายที่แช่แข็งอยู่
upgrade_samurai_title_3	Swole	Swole	Continua	Swole	Musculatura	Свол	Crescer	스월	力大无穷	Swole	スウォール	swole	ล่ำบึ้ก
ugprade_samurai_desc_3	Increased attack damage.	Augmentation des dégâts d'attaque.	Danni dell'attacco aumentati.	Erhöhte Angriff beschädigt werden.	Incrementa el Daño de Ataque.	Увеличенный урон от атак.	Dano de ataque aumentado	공격 데미지 증가됨	增加伤害	增加攻擊損害	攻撃ダメージが増加しました。	زيادة التدمير	เพิ่มพลังโจมตี
upgrade_penelope_title_1	Bargain	Bonne affaire	Contratta	Schnäppchen	Regateo	Сделка	Barganhar	바겐	讨价还价	討價	バーゲン	صفقة	ต่อรอง
ugprade_penelope_desc_1	Reduce Purchase and Upgrade cost	Réduction du coût d'achat et de mise à niveau	Riduci gli Acquisti e Incrementa i costi	Reduzieren kaufen und Upgrade-kosten.	Reduce el Costo de la Compra y la Actualización.	Сниженная Стоимость Покупки и Обновления	Reduzir a compra e melhorar custos	사는 비용과 업그레이드 비용을 줄임	降低购买和升级成本	降低采购和升级成本	購入とアップグレードのコストを削減	تقليل الشراء ورفع التكلفة	ลดราคาซื้อและค่าอัพเกรด
upgrade_penelope_title_2	Stunner	Stunner	Stordire	Schläger	Aturdidor	Более оглушительный	Habilidoso	스턴이	头槌击打	特技員	スタナー	رائع	สตั้นเนอร์
ugprade_penelope_desc_2	Increased stun time.	Augmentation du temps d'étourdissement.	Aumenta il tempo di stordimento	Erhöhte Stun-Zeit.	Incrementa el tiempo de aturdición.	Увеличенное время оглушения.	Tempo de atordoamento aumentado.	스턴 시간 증가됨.	提高眩晕时长	增加特技時間	失速時間が増加しました。	زيادة وقت الصعق	เพิ่มเวลาสตั้น
upgrade_penelope_title_3	Bigger Blasts!	Blagues plus grandes!	Esplosioni Enormi!	Größere Blasts!	¡Explosiones más Grandes!	Большие взрывы!	Explosões maiores!	더 큰폭발!	怒火爆发！	更大爆破！	大きな爆発！	انفجارات اكبر	เปรี้ยงปร้างขึ้น
ugprade_penelope_desc_3	Increased splash 距离.	Augmentation de la portée des éclaboussures.	Raggio dello spruzzo aumentato.	Erhöhte Splash.	Incrementa el rango de salpicadura.	Увеличенный диапазон всплесков.	Alcançe de splash aumentada.	스플래쉬 범위 증가됨	提高溅射范围	增加噴水範圍	スプラッシュ範囲が拡大されました。	زيادة مدى الرش	เพิ่มระยะกระจาย
upgrade_goo_title_1	Bargain	Bonne affaire	Contratta	Schnäppchen	Regateo	Сделка	Barganhar	바겐	讨价还价	討價	バーゲン	صفقة	ต่อรอง
ugprade_goo_desc_1	Reduce Purchase and Upgrade cost	Réduction du coût d'achat et de mise à niveau	Riduci gli Acquisti e Incrementa i costi	Reduzieren kaufen und Upgrade-kosten.	Reduce el Costo de la Compra y la Actualización.	Сниженная Стоимость Покупки и Обновления	Reduzir a compra e melhorar custos	사는 비용과 업그레이드 비용을 줄임	降低购买和升级成本	降低采购和升级成本	購入とアップグレードのコストを削減	تقليل الشراء ورفع التكلفة	ลดราคาซื้อและค่าอัพเกรด
upgrade_goo_title_2	Stickier	Gluant	Appiccicoso	Klebriger	Más pegajoso	Более липкий	Pegajoso.	스틱키어	粘人妖精	更黏	スティッキー	لزوجة	เหนียวขึ้น
ugprade_goo_desc_2	Increased slow time.	Augmentation du temps lent.	Aumenta il rallentamento.	Erhöhte langsam Zeit.	Incrementa el tiempo de ralentizado.	Увеличенное замедленное время.	Camera lenta melhorada.	느려지는 시간 증가됨.	提高减速时长	增加慢時間	遅い時間が増えました。	زيادة بطئ الوقت	เพิ่มเวลาเชื่องช้า
upgrade_goo_title_3	Bigger Blasts!	Blagues plus grandes!	Esplosioni Enormi!	Größere Blasts!	¡Explosiones más Grandes!	Большие взрывы!	Explosões maiores!	더 큰폭발!	怒火爆发！	更大爆破！	大きな爆発！	انفجارات اكبر	เปรี้ยงปร้างขึ้น
ugprade_goo_desc_3	Increased splash 距离.	Augmentation de la portée des éclaboussures.	Raggio dello spruzzo aumentato.	Erhöhte Splash.	Incrementa el rango de salpicadura.	Увеличенный диапазон всплесков.	Alcançe de splash aumentada.	스플래쉬 범위 증가됨	提高溅射范围	增加噴水範圍	スプラッシュ範囲が拡大されました。	زيادة مدى الرش	เพิ่มระยะกระจาย
upgrade_toes_title_1	Bargain	Bonne affaire	Contratta	Schnäppchen	Regateo	Сделка	Barganhar	바겐	讨价还价	討價	バーゲン	صفقة	ต่อรอง
ugprade_toes_desc_1	Reduce Purchase and Upgrade cost	Réduction du coût d'achat et de mise à niveau	Riduci gli Acquisti e Incrementa i costi	Reduzieren kaufen und Upgrade-kosten.	Reduce el Costo de la Compra y la Actualización.	Сниженная Стоимость Покупки и Обновления	Reduzir a compra e melhorar custos	사는 비용과 업그레이드 비용을 줄임	降低购买和升级成本	降低采购和升级成本	購入とアップグレードのコストを削減	تقليل الشراء ورفع التكلفة	ลดราคาซื้อและค่าอัพเกรด
upgrade_toes_title_2	Energy Boost	Regain d'énergie	Aumenta Energia	Energie steigern	Impulso de Energía	Энергетический ускоритель	Impulso de energia	에너지 증가	精力充沛	活力增加	エナジーブースト	زيادة الطاقة	บูสต์พลัง
ugprade_toes_desc_2	Increased attack speed.	Augmentation de la vitesse d'attaque.	Aumenta le velocità di attacco	Erhöht.	Incrementa la Velocidad de Ataque.	Повышенная скорость атаки.	Velocidade de ataque aumentada	공격 속도 증가됨	增加攻击速度	增加攻擊速度	攻撃速度が向上しました。	زيادة سرعة الهجوم	เพิ่มความเร็วโจมตี
upgrade_toes_title_3	Split Shot	Split Shot	Doppio Colpo	Split Shot	Disparo Dividido	Раскалывающий выстрел	Tiro divido	스플릿 샷	双重射击	分開射擊	スプリットショット	انقسام	กระสุนกระจาย
ugprade_toes_desc_3	Hits an extra target.	Permet d'atteindre une cible supplémentaire.	Colpisci un bersaglio extra.	Hits ein zusätzliches Ziel.	Golpea a un objetivo extra.	Поражение дополнительной цели.	Atinge um alvo extra.	한 명 더 공격함	增加一个额外攻击目标	射中多一個目標	余分なターゲットにヒットします。	ضرب مزيد من الاهداف	โดนศัตรูเพิ่ม
upgrade_dragon_title_1	Slow Burn	 Combustion lente	Combustione lenta	Langsames Verbrennen	 Quemadura lenta	Медленный ожог	Queima lenta	느린 화상	慢火小烹	 慢燒	 低速燃焼	احتراق بطيء	การเผาไหม้ช้า
ugprade_dragon_desc_1	Increased burn time.	Augmentation du temps de combustion.	 Aumento del tempo di masterizzazione	Erhöhte Brenndauer	 Mayor tiempo de quemado	 Увеличьте время горения	 Maior tempo de gravação	 화상 시간 증가	提高燃烧时长	 燃燒時間增加	 燃焼時間の増加。	زيادة وقت الحرق	 เพิ่มเวลาเผาไหม้
upgrade_dragon_title_2	Bigger Blasts!	Blagues plus grandes!	Esplosioni Enormi!	Größere Blasts!	¡Explosiones más Grandes!	Большие взрывы!	Explosões maiores!	더 큰폭발!	怒火爆发！	更大爆破！	大きな爆発！	انفجارات اكبر	เปรี้ยงปร้างขึ้น
ugprade_dragon_desc_2	Increased splash 距离.	Augmentation de la portée des éclaboussures.	Raggio dello spruzzo aumentato.	Erhöhte Splash.	Incrementa el rango de salpicadura.	Увеличенный диапазон всплесков.	Alcançe de splash aumentada.	스플래쉬 범위 증가됨	提高溅射范围	增加噴水範圍	スプラッシュ範囲が拡大されました。	زيادة مدى الرش	เพิ่มระยะกระจาย
upgrade_dragon_title_3	Swole	Swole	Continua	Swole	Musculatura	Свол	Crescer	스월	力大无穷	Swole	スウォール	swole	ล่ำบึ้ก
ugprade_dragon_desc_3	Increased attack damage.	Augmentation des dégâts d'attaque.	Danni dell'attacco aumentati.	Erhöhte Angriff beschädigt werden.	Incrementa el Daño de Ataque.	Увеличенный урон от атак.	Dano de ataque aumentado	공격 데미지 증가됨	增加伤害	增加攻擊損害	攻撃ダメージが増加しました。	زيادة التدمير	เพิ่มพลังโจมตี
													
med_ca_cavern	Creaky Cavern	Grinçant Caverne	Caverna Scricchiolante	Knarrende Höhle	Caverna Rechinante	Скрипучая Пещера	Caverna antiga	삐걱거리는 동굴	上古山洞	奇怪的洞穴	クレイジーキャバン	كهف الصرير	ถ้ำโบราณ
easy_hl_chambers	Hollow Chambers 	Chambres creuses	Camere Segrete	Hohle Kammern	Cámaras Vacias	Полые Камеры	Câmaras vazias	할로우 챔버	空荡密室	空心室	中空室	غرف مجوفة	ห้องกลวงโบ๋
hard_rd_courtyard	Radiant Courtyard	Courtyard Radiant	Cortile Radioso	Radiant Innenhof	Radiante Patio	Лучистый Двор	Pátio radiante.	빛나는 코트야드	烈阳天井	輻射庭院	ラディアントコートヤード	ساحة اشعاعية	ลานโชติช่วง
hard_mn_forest	Midnight Forest	Forêt de minuit	Foresta diella Mezzanotte	24:00 Wald	Bosque Medianoche	Полуночный Лес	Floresta da meia-noite	밤의 숲	午夜密林	午夜森林	夜中森	غابة منتصف الليل	ป่ามิดไนท์
med_tl_dusk	Timberlands Dusk 	Crépuscule Timberlands	Foresta del Tramonto	Timberlands Dämmerung	Crepusculo de Tierras Madereras	Сумеречные Лесные угодья	Crepúsculo de Timberlands	팀버랜드 새벽	黄昏暮地	木材黃昏	ティンバーランドの夕暮れ	عتمة غابات الاشجار	ทิมเบอร์แลนด์พลบค่ำ
easy_gr_falls	Grassy Falls	Herbeux chutes	Cascate Erbose	Wiese fällt	Cataratas Herbosas	Травянистые Водопады	Quedas de gramado	풀숲 폭포	青草飞瀑	草地瀑布	グラス滝	سقوط العشبية	น้ำตกเขียวชอุ่ม
easy_wl_overpass	Woodland Overpass	Passerelle forestière	Cavalcavia del Bosco	Woodland Überführung	Pasarela del Bosque	Лесная Эстакада	Passar pelo Bosque	삼림지대 고가 도로	林地交点	林地立交橋	森の陸橋	اجتياز الارض الخشبية	ทางข้ามวูดแลนด์
med_gc_ravine	Glacial Ravine	Ravin Glacial	Burrone Glaciale	Eiszeit Schlucht	Barranco Glacial	Ледяное Ущелье	Ravina Glacial	빙하 협곡	冰川裂谷	冰川峽谷	氷河渓谷	الوادي الجليدي	หุบเขาน้ำแข็ง
hard_bl_abyss	Blizzard Abyss	Blizzard Abîme	Abisso della Bufera di Neve	Blizzard Abgrund	Abismo Tormenta	Снежная Бездна	Abismo de Nevasca	블리자드 골짜기	暴雪深渊	暴雪深淵	ブリザードアビス	هاوية العاصفة الجليدية	พายุหิมะโลกันทร์
med_ms_boardwalk	Misty Boardwalk	Brumeux Promenade	Passeggiata Nebbiosa	Misty Boardwalk	Paseo Brumoso	Туманная Тропа	Calçada em névoas!	안개의 보드워크	迷雾平原	薄霧板塊	ミスティ・ボードウォーク	ممر ضبابي	เส้นทางเลือนราง
med_mk_rainforest	Murky Rainforest	Forêt tropicale Sombre	Foresta Piovosa Oscura	Düstere Regenwald	Selva Tenebrosa	Пасмурный Тропический Лес	Floresta tropical sombria	흐린 레인포레스트	热带雨林	熱帶雨林	ムルキーレインフォレスト	غابة مطيرة مظلمة	ป่าฝนมืดมน
